range,content,summary,similarity
"[1602, 1603, 1604, 1605, 1606, 1607, 1608, 1609, 1610]","They all seemed to have carbon sockets planted behind the left ear, but she didn’t focus on them. The counters that fronted the booths displayed hundreds of slivers of microsoft, angular fragments of colored silicon mounted under oblong transparent bubbles on squares of white cardboard. Molly went to the seventh booth along the south wall. Behind the counter a boy with a shaven head stared vacantly into space, a dozen spikes of microsoft protruding from the socket behind his ear. “Larry, you in, man?” She positioned herself in front of him. The boy’s eyes focused. He sat up in his chair and pried a bright magenta splinter from his socket with a dirty thumbnail. “Hey, Larry.”",Method and apparatus for securely transferring data between a mobile device and a computing device,0.21052152
"[1321, 1322, 1323, 1324]","They stood in a clearing, dense tangles of junk rising on either side to walls lined with shelves of crumbling paperbacks. The junk looked like something that had grown there, a fungus of twisted metal and plastic. He could pick out individual objects, but then they seemed to blur back into the mass: the guts of a television so old it was studded with the glass stumps of vacuum tubes, a crumpled dish antenna, a brown fiber canister stuffed with corroded lengths of alloy tubing. An enormous pile of old magazines had cascaded into the open area, flesh of lost summers staring blindly up as he followed her back through a narrow canyon of impacted scrap.",Method and apparatus for recycling electronic devices,0.21047264
"[1177, 1178, 1179, 1180, 1181, 1182]","Each pixel a million megabytes. At a hundred million megabytes per second, you begin to make out certain blocks in midtown Manhattan, outlines of hundred-year-old industrial parks ringing the old core of Atlanta… Case woke from a dream of airports, of Molly’s dark leathers moving ahead of him through the concourses of Narita, Schipol, Orly… He watched himself buy a flat plastic flask of Danish vodka at some kiosk, an hour before dawn. Somewhere down in the Sprawl’s ferro-concrete roots, a train drove a column of stale air through a tunnel. The train itself was silent, gliding over its induction cushion, but displaced air made the tunnel sing, bass down into subsonics.",Augmented reality system and method,0.20975785
"[7438, 7439, 7440, 7441, 7442, 7443, 7444, 7445]","You know that?” 3Jane raised her eyebrows. “Peter’s suggested something like that, but tell me more.” “I met Neuromancer. He talked about your mother. I think he’s something like a giant ROM construct, for recording personality, only it’s full RAM. The constructs think they’re there, like it’s real, but it just goes on forever.” 3Jane stepped from behind the bathchair.","Methods, systems, and computer-readable media for detecting anomalies in network traffic",0.20906806
"[4544, 4545, 4546, 4547, 4548]","Like, all that money.” The drug hit him like an express train, a white-hot column of light mounting his spine from the region of his prostate, illuminating the sutures of his skull with x-rays of short-circuited sexual energy. His teeth sang in their individual sockets like tuning forks, each one pitch-perfect and clear as ethanol. His bones, beneath the hazy envelope of flesh, were chromed and polished, the joints lubricated with a film of silicone. Sand-storms raged across the scoured floor of his skull, generating waves of high thin static that broke behind his eyes, spheres of purest crystal, expanding…",Method and apparatus for treating or preventing a neurodegenerative disorder by administering a therapeutically effective amount of a cannabinoid receptor type 1 (CB1) agonist,0.19968122
"[4963, 4964, 4965]","This is memory, right? I tap you, sort it out, and feed it back in.” “I don’t have this good a memory,” Case said, looking around.",Apparatus and method for detecting unauthorized access to a computing device,0.197049
"[1773, 1774, 1775, 1776, 1777, 1778, 1779, 1780, 1781, 1782]","A BAMA Rapid Deployment helicopter was lifting off from its pad on Riker’s. Case triggered his second program. A carefully engineered virus attacked the code fabric screening primary custodial commands for the sub-basement that housed the Sense/Net research materials. “Boston,” Molly’s voice came across the link, “I’m downstairs.” Case switched and saw the blank wall of the elevator. She was unzipping the white pants. A bulky packet, exactly the shade of her pale ankle, was secured there with micro pore. She knelt and peeled the tape away. Streaks of burgundy flickered across the mimetic polycarbon as she unfolded the Modem suit. She removed the pink raincoat, threw it down beside the white pants, and began to pull the suit on over the white mesh top.",Rapid deployment helicopter,0.19179752
"[2895, 2896, 2897, 2898, 2899, 2900]","“You help me string this up.” He looked around the wide, featureless space and noticed steel rings welded on every surface, seemingly at random. When they’d strung the cables, according to some complex scheme of Molly’s, they hung them with battered sheets of yellow plastic. As they worked, Case gradually became aware of the music that pulsed constantly through the cluster. It was called dub, a sensuous mosaic cooked from vast libraries of digitalized pop; it was worship, Molly said, and a sense of community. Case heaved at one of the yellow sheets; the thing was light but still awkward.",Method and apparatus for installing a suspended ceiling,0.19124243
"[1560, 1561, 1562, 1563, 1564, 1565]","He knew that the trodes he used and the little plastic tiara dangling from a Simstim deck were basically the same, and that the cyberspace matrix was actually a drastic simplification of the human sensorium, at least in terms of presentation, but Simstim itself struck him as a gratuitous multiplication of flesh input. The commercial stuff was edited, of course, so that if Tally Isham got a headache in the course of a segment, you didn’t feel it. The screen bleeped a two-second warning. The new switch was patched into his Sendai with a thin ribbon of fiber optics. And one and two and— Cyberspace slid into existence from the cardinal points.",Method and apparatus for treating neuropsychiatric disorders using transcranial direct current stimulation (tDCS) and transcranial alternating current stimulation (tACS),0.190193
"[3184, 3185, 3186, 3187, 3188, 3189, 3190, 3191, 3192]","“I’m all doped,” he protested, but reached for the trodes. His deck and the Hosaka had been mounted behind Maelcum’s module along with a very high-resolution Cray monitor. He adjusted the trodes. Marcus Garvey had been thrown together around an enormous old Russian air scrubber, a rectangular thing daubed with Rastafarian symbols, Lions of Zion and Black Star Liners, the reds and greens and yellows over-laying wordy decals in Cyrillic script. Someone had sprayed Maelcum’s pilot gear a hot tropical pink, scraping most of the overspray off the screens and readouts with a razor blade. The gaskets around the airlock in the bow were festooned with semirigid globs and streamers of translucent caulk, like clumsy strands of imitation seaweed. He glanced past Maelcum’s shoulder to the central screen and saw a docking display: the tug’s path was a line of red dots, Freeside a segmented green circle. He watched the line extend itself, generating a new dot. He jacked in.",Method and apparatus for interfacing with a virtual reality environment,0.18902975
"[1134, 1135, 1136]","Past unseeing faces, every eye raised to the victor’s image above the ring. Once a seamed European face danced in the glare of a match, lips pursed around the short stem of a metal pipe. Tang of hashish.",Apparatus and method for smoking cannabis,0.18898231
"[5522, 5523, 5524]","She stalked the room, Ashpool’s automatic in her hand. A vast quilt or comforter was heaped beside the bed, in a broad puddle of congealed blood, thick and shiny on the patterned rugs. Twitching a corner of the quilt back, she found the body of a girl, white shoulder blades slick with blood.",Method and apparatus for detecting an intruder in a dwelling,0.18675883
"[5873, 5874, 5875, 5876]","Case followed him into a larger space, a kind of lounge, shredding and crumpling the lengths of printout that snared him in his passage. There were more of the articulated chairs, here, something that resembled a bar, and the Hosaka. The printer, still spewing its flimsy tongue of paper, was an inbuilt bulkhead unit, a neat slot in a panel of handrubbed veneer. He pulled himself over the circle of chairs and reached it, punching a white stud to the left of the slot.","Apparatus, system and method for detecting and/or preventing unauthorized access to an electronic device",0.18453433
"[3669, 3670, 3671, 3672, 3673, 3674, 3675, 3676, 3677, 3678, 3679, 3680, 3681, 3682, 3683, 3684, 3685, 3686, 3687]","Aerol had been waiting at one of the sporting docks at the end of the spindle, near the weightless axis. To reach it Case had taken an elevator down to the hull and ridden a miniature induction train. As the diameter of the spindle narrowed, gravity decreased; somewhere above him, he’d decided, would be the mountains Molly climbed, the bicycle loop, launching gear for the hang gliders and miniature microlights. Aerol had ferried him out to Marcus Garvey in a skeletal scooter frame with a chemical engine. “Two hour ago,” Maelcum said, “I take delivery of Babylon goods for you; nice Japan-boy inna yacht, mos’ pretty yacht.” Free of the suit, Case pulled himself gingerly over the Hosaka and fumbled into the straps of the web. “Well,” he said, “let’s see it.” Maelcum produced a white lump of foam slightly smaller than Case’s head, fished a pearl-handled switchblade on a green nylon lanyard out of the hip pocket of his tattered shorts, and carefully slit the plastic. He extracted a rectangular object and passed it to Case. “Thas part some gun, mon?” “No,” Case said, turning it over, “but it’s a weapon. It’s virus.” “Not on this boy tug, mon,” Maelcum said firmly, reaching for the steel cassette. “A program. Virus program. Can’t get into you, can’t even get into your software. I’ve got to interface it through the deck, before it can work on anything.” “Well, Japan-mon, he says Hosaka here’ll tell you every what an’ wherefore, you wanna know.” “Okay.",Method and apparatus for controlling an unmanned aerial vehicle (UAV),0.18082115
"[6531, 6532, 6533, 6534, 6535]","He thumbed open the vacuum valves on the workbelt’s gray pads and freed himself, retrieving the thing he’d removed. He kicked back, gliding over his instruments—a green docking diagram pulsed on his central screen—and snagged the frame of Case’s g-web. He pulled himself down and picked at the tape of his package with a thick, chipped thumbnail. “Some man in China say th’ truth comes out this,” he said, unwrapping an ancient, oilslick Remington automatic shotgun, its barrel chopped off a few millimeters in front of the battered forestock. The shoulderstock had been removed entirely, replaced with a wooden pistolgrip wound with dull black tape.",Vacuum cleaner powered by humanity's most precious resource: trash,0.18013307
"[1812, 1813, 1814, 1815, 1816, 1817, 1818]","In the loft, Case groaned. The second step took her over an outstretched arm. Uniform sleeve bright with fresh blood. Glimpse of a shattered fiberglass shock stave. Her vision seemed to have narrowed to a tunnel. With the third step, Case screamed and found himself back in the matrix. “Brood?",Method and apparatus for treating a patient's body cavity,0.17992671
"[5293, 5294, 5295, 5296, 5297]","“Wintermute. How he played a waiting game for years. Didn’t have any real power, then, but he could use the Villa’s security and custodial systems to keep track of where everything was, how things moved, where they went. He saw somebody lose this key twenty years ago, and he managed to get somebody else to leave it here. Then he killed him, the boy who’d brought it here.",Method and apparatus for controlling an autonomous vehicle,0.17901658
"[4710, 4711, 4712, 4713, 4714]","“You will come with us. We are at home with situations of legal ambiguity. The treaties under which our arm of the Registry operates grant us a great deal of flexibility. And we create flexibility, in situations where it is required.” The mask of amiability was down, suddenly, Roland’s eyes as hard as Pierre’s.",Apparatus and method for determining an identity of a user of a computing device,0.1788391
"[6173, 6174, 6175, 6176, 6177]","The bare steel and scabrous epoxy ended abruptly, replaced by what Case at first took to be a rough tunnel blasted from solid rock. Molly examined its edge and he saw that in fact the steel was sheathed with panels of something that looked and felt like cold stone. She knelt and touched the dark sand spread across the floor of the imitation tunnel. It felt like sand, cool and dry, but when she drew her finger through it, it closed like a fluid, leaving the surface undisturbed. A dozen meters ahead, the tunnel curved.",Method and apparatus for interplanetary travel,0.17866224
"[2027, 2028, 2029]","He nodded, gave Mollyathumbs-upsalute,andgesturedtoCasetohelphimwiththedoorpanel. WhileCasesmoothed the velcro border into place, the Finn took a flat little console from his pocket and punched out an elaborate sequence. “Honey,” he said to Molly, tucking the console away, “you have got it.",Apparatus and method for securing a door panel in a vehicle,0.17576215
"[7412, 7413, 7414, 7415, 7416, 7417, 7418, 7419, 7420]","Broken. A patch of brilliantly white micropore covered her damaged lens; the other flashed emptily as her head bobbed with the motion of the chair. “A familiar face,” 3Jane said, “I saw you the night of Peter’s show. And who is this?” “Maelcum,” Case said. “Hideo, remove the arrow and bandage Mr. Malcolm’s wound.” Case was staring at Molly, at the wan face. The ninja walked to where Maelcum sat, pausing to lay his bow and the shotgun well out of reach, and took something from his pocket. A pair of bolt cutters.",Method and apparatus for treating an ophthalmic disorder,0.17537452
"[770, 771, 772, 773, 774, 775]","White boulders, a stand of green bamboo, black gravel raked into smooth waves. A gardener, a thing like a large metal crab, was tending the bamboo. “It’ll work, Case. You got no idea, the kind of stuff Armitage has. Like he’s gonna pay these nerve boys for fixing you with the program he’s giving them to tell them how to do it. He’ll put them three years ahead of the competition.",Method and apparatus for treating neurological disorders by electrical pulses,0.17407183
"[2175, 2176, 2177, 2178, 2179, 2180, 2181, 2182, 2183, 2184, 2185]","Case waited for a trans-BAMA local on the crowded platform. Molly had gone back to the loft hours ago, the Flatline’s construct in her green bag, and Case had been drinking steadily ever since. It was disturbing to think of the Flatline as a construct, a hardwired ROM cassette replicating a dead man’s skills, obsessions, kneejerk responses… The local came booming in along the black induction strip, fine grit sifting from cracks in the tunnel’s ceiling. Case shuffled into the nearest door and watched the other passengers as he rode. A pair of predatory-looking Christian Scientists were edging toward a trio of young office techs who wore idealized holographic vaginas on their wrists, wet pink glittering under the harsh lighting. The techs licked their perfect lips nervously and eyed the Christian Scientists from beneath lowered metallic lids. The girls looked like tall, exotic grazing animals, swaying gracefully and unconsciously with the movement of the train, their high heels like polished hooves against the gray metal of the car’s floor. Before they could stampede, take flight from the missionaries, the train reached Case’s station. He stepped out and caught sight of a white holographic cigar suspended against the wall of the station, FREESIDE pulsing beneath it in contorted capitals that mimicked printed Japanese. He walked through the crowd and stood beneath it, studying the thing.",Holographic advertising in a dystopian cyberpunk future,0.17280456
"[256, 257, 258]","“People.” “People,” Deane said, around a ginger bonbon. “What sort of people?",Method and apparatus for identifying a person in an image,0.16401736
"[6191, 6192, 6193, 6194, 6195]","She held an absurdly elaborate weapon of some kind, a pistol shape nearly lost beneath a flanged overlay of scope sights, silencers, flash hiders. Her legs were spread, pelvis canted forward, her mouth fixed in a leer of idiotic cruelty. Beside her, Armitage stood rigidly at attention in a threadbare khaki uniform. His eyes, Case saw, as Molly stepped carefully forward, were tiny monitor screens, each one displaying the blue-gray image of a howling waste of snow, the stripped black trunks of evergreens bending in silent winds. She passed the tips of her fingers through Armitage’s television eyes, then turned to the figure of Case.",Method and apparatus for detecting unauthorized access to a computing device,0.16134101
"[7742, 7743, 7744, 7745, 7746, 7747, 7748, 7749]","“Hate,” Case said. “Who do I hate? You tell me.” “Who do you love?” the Finn’s voice asked. He whipped the program through a turn and dived for the blue towers. Things were launching themselves from the ornate sunburst spires, glittering leech shapes made of shifting planes of light. There were hundreds of them, rising in a whirl, their movements random as windblown paper down dawn streets. “Glitch systems,” the voice said.",Systems and methods for providing an augmented-reality interface for controlling an autonomous or semi-autonomous unmanned aerial vehicle (UAV),0.15906833
"[241, 242, 243, 244, 245, 246, 247, 248]","Magnetic bolts thudded out of position around the massive imitation-rosewood door to the left of the bookcases. JULIUS DEANE IMPORT EXPORT was lettered across the plastic in peeling self-adhesive capitals. If the furniture scattered in Deane’s makeshift foyer suggested the end of the past century, the office itself seemed to belong to its start. Deane’s seamless pink face regarded Case from a pool of light cast by an ancient brass lamp with a rectangular shade of dark green glass. The importer was securely fenced behind a vast desk of painted steel, flanked on either side by tall, drawer Ed cabinets made of some sort of pale wood. The sort of thing, Case supposed, that had once been used to store written records of some kind. The desktop was littered with cassettes, scrolls of yellowed printout, and various parts of some sort of clockwork typewriter, a machine Deane never seemed to get around to reassembling. “What brings you around, boyo?” Deane asked, offering Case a narrow bonbon wrapped in blue-and-white checked paper.",Apparatus and method for detecting and preventing unauthorized access to a computing device,0.15804508
"[1703, 1704, 1705, 1706]","The Moderns were using some kind of chicken wire dish in New Jersey to bounce the link man’s scrambled signal off a Sons of Christ the King satellite in geosynchronous orbit above Manhattan. They chose to regard the entire operation as an elaborate private joke, and their choice of comsats seemed to have been deliberate. Molly’s signals were being beamed up from a one-meter umbrella dish epoxyed to the roof of a black glass bank tower nearly as tall as the Sense/Net building. Atlanta.","Method and apparatus for secure communications over a public switched telephone network (PSTN) or Internet Protocol (IP) network (e.g., Voice over Internet Protocol (VoIP) network)",0.15605682
"[7692, 7693, 7694]","“The code,” Molly said. “Tell the head the code.” Jacking out.",Systems and methods for authenticating a user of an electronic device,0.15597266
"[379, 380, 381, 382, 383]","Then he was through the entrance, the sound crashing over him like surf, subsonics throbbing in the pit of his stomach. Someone scored a ten-megaton hit on Tank War Europa, a simulated air burst drowning the arcade in white sound as a lurid hologram fireball mushroomed overhead. He cut to the right and loped up a flight of unpainted chip board stairs. He’d come here once with Wage, to discuss a deal in proscribed hormonal triggers with a man called Matsuga. He remembered the hallway, its stained matting, the row of identical doors leading to tiny office cubicles.",Apparatus and method for simulating tank warfare,0.15348685
"[5631, 5632, 5633, 5634, 5635, 5636, 5637, 5638, 5639]","CASE: 0000 000000000 00000000 “Guess it’s for you,” she said, climbing mechanically. The zeros strobed again and a message stuttered there, in the corner of her vision, chopped up by the display circuit. GENERAL G IRLING::: TRAINED CORTO FOR SCREAMING FIST AND SOLD HIS ASS TO THE PENT AGON: : : : W/MUTE’S PRIMARY GRIP ON ARMITAG E IS A CONSTRU CT OF G IRLING: W/MUTE SEZ A’S MENTION OF G MEANS HE’S CRACK ING:::: WATCH YOUR ASS:::: ::DIXIE",Systems and methods for detecting and responding to anomalies in an autonomous vehicle,0.1512203
"[4897, 4898, 4899, 4900, 4901]","He flipped. “Boy, that is one mean piece of software. Hottest thing since sliced bread. That goddam thing’s invisible. I just now rented twenty seconds on that little pink box, four jumps left of the T-A ice; had a look at what we look like.",Apparatus and method for controlling an autonomous unmanned aerial vehicle (UAV),0.15056966
"[2547, 2548, 2549, 2550, 2551, 2552, 2553, 2554]","Funny class of people you’re mixing with, Case.” “Never mind,” Case said, turning up the collar of his jacket, “we’ll get the poor fucker a new pancreas or something.” Once they entered the bazaar, the Finn brightened noticeably, as though he were comforted by the crowd density and the sense of enclosure. They walked with the Armenian along a broad concourse, beneath soot-stained sheets of plastic and green-painted ironwork out of the age of steam. A thousand suspended ads writhed and flickered. “Hey, Christ,” the Finn said, taking Case’s arm, “looka that.” He pointed. “It’s a horse, man.",Apparatus and method for detecting and preventing fraudulent transactions,0.15002084
"[2852, 2853, 2854, 2855, 2856]","Kicks in your flight reflex, like you’ll be getting signals to run like hell, and a lot of adrenaline.” The steward moved on to Riviera, taking a new set of trodes from his red plastic apron. Case turned his head and tried to make out the outline of the old Orly terminals, but the shuttle pad was screened by graceful blast-deflectors of wet concrete. The one nearest the window bore an Arabic slogan in red spraybomb. He closed his eyes and told himself the shuttle was only a big airplane, one that flew very high.",Method and apparatus for treating a patient,0.1472157
"[2297, 2298, 2299, 2300]","The shuttles had created the hole with pulse bombs, and Corto’s team had dropped in in Nightwing microlights, their wings snapping taut in moonlight, reflected in jags of silver along the rivers Angara and Podhamennaya, the last light Corto would see for fifteen months. Case tried to imagine the microlights blossoming out of their launch capsules, high above a frozen steppe. “They sure as hell did shaft you, boss,” Case said, and Molly stirred beside him. The microlights had been unarmed, stripped to compensate for the weight of a console operator, a prototype deck, and a virus program called Mole IX, the first true virus in the history of cybernetics.",Systems and methods for building an artificial intelligence out of toasters,0.14691713
"[4626, 4627, 4628]","He caught enough as it was: names like Pauley, Armitage, Sense/Net. Panther Moderns protruding like icebergs from an animated sea of Parisian French. But it was entirely possible that the names were there for his benefit.",Method and apparatus for identifying a user in a virtual reality environment,0.1449363
"[4619, 4620, 4621, 4622, 4623]","Their names, or worknames, were Michèle, Roland, and Pierre. Pierre, Case decided, would play the Bad Cop; Roland would take Case’s side, provide small kindnesses—he found an unopened pack of Yeheyuans when Case refused a Gitano— and generally play counterpoint to Pierre’s cold hostility. Michèle would be the Recording Angel, making occasional adjustments in the direction of the interrogation. One or all of them, he was certain, would be kinked for audio, very likely for simstim, and anything he said or did now was admissible evidence. Evidence, he asked himself, through the grinding come-down, of what?",Case of the disappearing dwarf,0.14421552
"[267, 268, 269, 270, 271, 272]","“If I did know, of course, I might not be in a position to tell you. Things being what they are, you understand.” “Things?” “He’s an important connection Case.” “Yeah. He want to kill me, Julie?”","Methods, systems, and devices for secure communications",0.14386025
"[113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125]","Under bright ghosts burning through a blue haze of cigarette smoke, holograms of Wizard’s Castle, Tank War Europa, the New York skyline… And now he remembered her that way, her face bathed in restless laser light, features reduced to a code: her cheekbones flaring scarlet as Wizard’s Castle burned, forehead drenched with azure when Munich fell to the Tank War, mouth touched with hot gold as a gliding cursor struck sparks from the wall of a skyscraper canyon. He was riding high that night, with a brick of Wage’s ketamine on its way to Yokohama and the money already in his pocket. He’d come in out of the warm rain that sizzled across the Ninsei pavement and somehow she’d been singled out for him, one face out of the dozens who stood at the consoles, lost in the game she played. The expression on her face, then, had been the one he’d seen, hours later, on her sleeping face in a port side coffin, her upper lip like the line children draw to represent a bird in flight. Crossing the arcade to stand beside her, high on the deal he’d made, he saw her glance up. Gray eyes rimmed with smudged black paintstick. Eyes of some animal pinned in the headlights of an oncoming vehicle. Their night together stretching into a morning, into tickets at the hover port and his first trip across the Bay. The rain kept up, falling along Harajuku, beading on her plastic jacket, the children of Tokyo trooping past the famous boutiques in white loafers and cling wrap capes, until she’d stood with him in the midnight clatter of a pachinko parlor and held his hand like a child. It took a month for the gestalt of drugs and tension he moved through to turn those perpetually startled eyes into wells of reflexive need. He’d watched her personality fragment, calving like an iceberg, splinters drifting away, and finally he’d seen the raw need, the hungry armature of addiction. He’d watched her track the next hit with a concentration that reminded him of the mantises they sold in stalls along Shiga, beside tanks of blue mutant carp and crickets caged in bamboo.",Systems and methods for managing a user's interaction with a virtual reality environment,0.14267768
"[2800, 2801, 2802, 2803]","He left the lobby and located a vending console in a narrow alcove, at the end of a rank of pay phones. He fumbled through a pocketful of lirasi, slotting the small dull alloy coins one after another, vaguely amused by the anachronism of the process. The phone nearest him rang. Automatically, he picked it up.","Methods, systems, and computer-readable media for managing access to computing resources",0.1422396
"[2214, 2215, 2216, 2217, 2218, 2219, 2220]","A transparent cast ran from her knee to a few millimeters below her crotch, the skin beneath the rigid micropore mottled with bruises, the black shading into ugly yellow. Eight derms, each a different size and color, ran in a neat line down her left wrist. An Akai transdermal unit lay beside her, its fine red leads connected to input trodes under the cast. He turned on the tensor beside the Hosaka. The crisp circle of light fell directly on the Flatline’s construct. He slotted some ice, connected the construct, and jacked in. It was exactly the sensation of someone reading over his shoulder.",Method and apparatus for detecting unauthorized access to a computing device,0.14114353
"[6350, 6351, 6352, 6353, 6354, 6355, 6356, 6357]","We gotta problem.” Maelcum pulled himself up, over Case’s head, twisted, and peered over his shoulder. “Now who is that mon, Case?” “That’s just a picture, Maelcum,” Case said wearily. “Guy I know in the Sprawl. It’s Wintermute talking. Picture’s supposed to make us feel at home.” “Bullshit,” the Finn said.",Shadowrun novel,0.1404747
"[1674, 1675, 1676]","Molly left cartons of rice and foam trays of sushi on the corner of the long table. Sometimes he resented having to leave the deck to use the chemical toilet they’d set up in a corner of the loft. Ice patterns formed and reformed on the screen as he probed for gaps, skirted the most obvious traps, and mapped the route he’d take through Sense/Net’s ice.",Method and apparatus for secure communications over a computer network,0.14043066
"[4419, 4420, 4421, 4422, 4423, 4424, 4425]","Chapter Twelve Rue Jules Verne was a circumferential avenue, looping the spindle’s midpoint, while Desiderata ran its length, terminating at either end in the supports of the Lado-Acheson light pumps. If you turned right, off Desiderata, and followed Jules Verne far enough, you’d find yourself approaching Desiderata from the left. Case watched Bruce’s trike until it was out of sight, then turned and walked past a vast, brilliantly lit newsstand, the covers of dozens of glossy Japanese magazines presenting the faces of the month’s newest simstim stars. Directly overhead, along the nighted axis, the hologram sky glittered with fanciful constellations suggesting playing cards, the faces of dice, a top hat, a martini glass. The intersection of Desiderata and Jules Verne formed a kind of gulch, the balconied terraces of Freeside cliff dwellers rising gradually to the grassy tablelands of another casino complex. Case watched a drone microlight bank gracefully in an updraft at the green verge of an artificial mesa, lit for seconds by the soft glow of the invisible casino. The thing was a kind of pilotless biplane of gossamer polymer, its wings silkscreened to resemble a giant butterfly.",Method and apparatus for controlling a vehicle,0.14018786
"[406, 407, 408, 409, 410]","There was only the surging of the alarm, the crashing of the games, his heart hammering. When the fear came, it was like some half-forgotten friend. Not the cold rapid mechanism of the dex-paranoia, but simple animal fear. He’d lived for so long on a constant edge of anxiety that he’d almost forgotten what real fear was. This cubicle was the sort of place where people died.",Method and apparatus for detecting unauthorized access to a computing device,0.1384346
"[4071, 4072, 4073, 4074, 4075, 4076, 4077, 4078, 4079, 4080]","Several seconds passed before the scene beyond the window registered through his tension and unhappiness. He looked up and saw a view of Desiderata, expensive shops: Gucci, Tsuyako, Hermes, Liberty. He stared, then shook his head and crossed to a panel he hadn’t bothered examining. He turned the hologram off and was rewarded with the condos that terraced the far slope. He picked up the phone and carried it out to the cool balcony. “Get me a number for the Marcus Garvey,” he told the desk. “It’s a tug, registered out of Zion cluster.” The chip voice recited a ten-digit number. “Sir,” it added “the registration in question is Panamanian.” Maelcum answered on the fifth tone.",Method and apparatus for controlling an unmanned aerial vehicle (UAV),0.13805282
"[3946, 3947]","Lines of faint light began to form, verticals and horizontals, sketching an open cube around the stage. The restaurant’s lights had come back up slightly, but the framework surrounding the stage might have been constructed of frozen moonbeams.",Systems and methods for managing and presenting data in a graphical user interface (GUI),0.13775314
